,ETH_USDT,ATOM_USDT
0,2588.4650000000115,28.395000000000632
1,2587.985000000007,28.4050000000007
2,2591.4650000000083,28.575000000000614
3,2587.3250000000094,28.66500000000055
4,2574.04500000001,28.59500000000058
5,2589.125000000009,28.7450000000006
6,2590.575000000008,28.81500000000059
7,2586.3450000000066,28.755000000000575
8,2590.2150000000097,28.775000000000627
9,2595.965000000011,28.855000000000604
10,2599.4550000000118,28.795000000000613
11,2590.4750000000085,28.595000000000553
12,2583.535000000008,28.445000000000608
13,2582.625000000006,28.375000000000522
14,2577.6450000000077,28.265000000000494
15,2582.575000000007,28.32500000000054
16,2579.685000000012,28.275000000000553
17,2571.9450000000074,28.16500000000049
18,2569.7050000000067,28.165000000000575
19,2570.3550000000064,28.115000000000542
20,2575.8750000000064,28.165000000000507
21,2583.395000000004,28.2750000000005
22,2580.055000000008,28.25500000000056
23,2558.195000000002,28.05500000000052
24,2566.725000000006,28.05500000000053
25,2567.305000000004,27.995000000000484
26,2567.8050000000085,28.11500000000046
27,2574.4550000000054,28.185000000000496
28,2586.3650000000052,28.195000000000473
29,2584.2350000000097,28.145000000000472
30,2585.1650000000122,28.225000000000474
31,2593.2550000000087,28.25500000000048
32,2586.2650000000085,28.155000000000427
33,2593.435000000009,28.17500000000045
34,2582.7450000000126,28.10500000000041
35,2581.1350000000084,28.105000000000427
36,2580.035000000008,28.085000000000413
37,2584.8150000000132,28.105000000000413
38,2582.655000000005,28.205000000000393
39,2584.7350000000097,27.98500000000043
40,2567.2150000000083,27.925000000000402
41,2593.740000000007,28.135000000000385
42,2580.1500000000074,28.035000000000398
43,2572.2250000000063,27.97500000000043
44,2574.805000000005,27.98500000000038
45,2565.0050000000056,27.88500000000035
46,2565.105000000005,27.855000000000413
47,2575.725000000003,27.94500000000041
48,2576.8750000000036,28.095000000000343
49,2558.7950000000055,27.885000000000378
50,2562.735000000004,27.875000000000323
51,2534.4050000000034,27.61500000000039
52,2539.315000000008,27.615000000000343
53,2543.655000000009,27.725000000000353
54,2551.505000000004,27.82500000000027
55,2559.1950000000024,27.835000000000267
56,2559.625000000008,27.78500000000034
57,2577.86500000001,27.975000000000318
58,2573.115000000008,27.91500000000032
59,2568.3150000000105,27.755000000000337
60,2568.505000000007,27.755000000000294
61,2544.8050000000067,27.555000000000277
62,2532.6450000000077,27.43500000000027
63,2539.975000000005,27.510000000000307
64,2533.1150000000052,27.465000000000327
65,2533.0350000000053,27.435000000000326
66,2543.1250000000064,27.45500000000027
67,2545.125000000008,27.55500000000031
68,2543.505000000006,27.435000000000255
69,2555.3750000000045,27.59500000000026
70,2563.9250000000047,27.675000000000274
71,2572.9450000000024,27.78500000000023
72,2601.345000000004,28.055000000000238
73,2571.785000000004,27.865000000000272
74,2586.5050000000047,27.93500000000025
75,2592.0050000000074,28.065000000000243
76,2594.7950000000055,28.085000000000232
77,2598.7950000000046,28.145000000000245
78,2588.0450000000096,28.08500000000022
79,2594.5750000000044,28.19500000000023
80,2603.6150000000052,28.30500000000022
81,2615.2550000000083,28.58500000000017
82,2616.755000000009,28.69500000000013
83,2618.825000000006,28.78000000000017
84,2619.325000000006,28.84500000000018
85,2607.185000000005,28.735000000000184
86,2584.9050000000025,28.485000000000188
87,2595.5950000000066,28.645000000000156
88,2585.5950000000066,28.50500000000018
89,2580.8850000000066,28.455000000000172
90,2577.515000000006,28.445000000000167
91,2573.7550000000047,28.37500000000014
92,2566.555000000003,28.305000000000117
93,2563.8750000000036,28.245000000000143
94,2564.305000000007,28.245000000000143
95,2566.905000000005,28.215000000000124
96,2562.155000000002,28.14500000000014
97,2569.6450000000045,28.20500000000011
98,2573.1450000000045,28.2450000000001
99,2568.065000000004,28.245000000000104
100,2571.0850000000046,28.225000000000108
101,2576.775000000002,28.305000000000092
102,2578.3350000000037,28.400000000000087
103,2579.4150000000036,28.4650000000001
104,2581.0750000000035,28.33500000000008
105,2586.2150000000024,28.45500000000008
106,2582.395000000004,28.335000000000075
107,2577.7550000000037,28.115000000000066
108,2571.7350000000038,27.91500000000005
109,2573.6650000000036,27.99500000000006
110,2565.1750000000034,27.905000000000044
111,2563.6950000000015,27.865000000000048
112,2563.5650000000014,27.810000000000038
113,2552.3150000000023,27.72500000000002
114,2563.7750000000005,27.865000000000027
115,2552.0750000000007,27.705000000000023
116,2556.9350000000004,27.77500000000002
117,2556.365,27.69500000000001
118,2552.505,27.645000000000007
119,2552.995,27.625
