,ETH_USDT,ATOM_USDT
0,2595.575000000013,28.525000000000613
1,2587.2450000000117,28.46500000000061
2,2586.065000000014,28.405000000000594
3,2588.465000000011,28.39500000000063
4,2587.9850000000065,28.405000000000687
5,2591.4650000000074,28.575000000000607
6,2587.3250000000085,28.66500000000054
7,2574.045000000009,28.595000000000564
8,2589.1250000000086,28.745000000000584
9,2590.575000000008,28.81500000000057
10,2586.3450000000066,28.75500000000056
11,2590.2150000000092,28.775000000000613
12,2595.9650000000097,28.855000000000583
13,2599.4550000000113,28.795000000000588
14,2590.4750000000076,28.595000000000528
15,2583.535000000007,28.445000000000597
16,2582.625000000005,28.375000000000508
17,2577.6450000000073,28.265000000000473
18,2582.575000000006,28.325000000000525
19,2579.6850000000113,28.275000000000535
20,2571.9450000000065,28.16500000000047
21,2569.705000000007,28.165000000000557
22,2570.3550000000055,28.115000000000528
23,2575.8750000000064,28.165000000000493
24,2583.395000000004,28.275000000000485
25,2580.055000000008,28.25500000000054
26,2558.195000000002,28.055000000000497
27,2566.725000000006,28.055000000000508
28,2567.305000000004,27.995000000000466
29,2567.8050000000085,28.115000000000446
30,2574.4550000000054,28.185000000000475
31,2586.3650000000052,28.195000000000462
32,2584.2350000000097,28.145000000000465
33,2585.1650000000122,28.22500000000046
34,2593.2550000000087,28.25500000000046
35,2586.2650000000085,28.155000000000424
36,2593.435000000009,28.17500000000044
37,2582.7450000000126,28.10500000000041
38,2581.1350000000084,28.105000000000427
39,2580.035000000008,28.08500000000041
40,2584.8150000000132,28.105000000000402
41,2582.655000000005,28.20500000000038
42,2584.7350000000097,27.985000000000408
43,2567.2150000000083,27.92500000000039
44,2593.740000000007,28.13500000000038
45,2580.1500000000074,28.035000000000387
46,2572.2250000000063,27.975000000000417
47,2574.805000000005,27.985000000000372
48,2565.0050000000056,27.885000000000332
49,2565.105000000005,27.85500000000039
50,2575.725000000003,27.94500000000038
51,2576.8750000000036,28.095000000000333
52,2558.7950000000055,27.885000000000357
53,2562.735000000004,27.87500000000031
54,2534.4050000000034,27.615000000000368
55,2539.315000000008,27.61500000000031
56,2543.655000000009,27.72500000000034
57,2551.505000000004,27.825000000000248
58,2559.1950000000024,27.835000000000246
59,2559.625000000008,27.78500000000032
60,2577.86500000001,27.9750000000003
61,2573.115000000008,27.915000000000305
62,2568.3150000000105,27.755000000000322
63,2568.505000000007,27.755000000000287
64,2544.8050000000067,27.55500000000026
65,2532.6450000000077,27.435000000000258
66,2539.975000000005,27.510000000000293
67,2533.1150000000052,27.465000000000305
68,2533.0350000000053,27.435000000000304
69,2543.1250000000064,27.45500000000025
70,2545.125000000008,27.55500000000029
71,2543.505000000006,27.43500000000024
72,2555.3750000000045,27.595000000000244
73,2563.9250000000047,27.675000000000264
74,2572.9450000000024,27.78500000000022
75,2601.345000000004,28.05500000000023
76,2571.785000000004,27.86500000000027
77,2586.5050000000047,27.935000000000247
78,2592.0050000000074,28.06500000000023
79,2594.7950000000055,28.085000000000214
80,2598.7950000000046,28.14500000000023
81,2588.0450000000096,28.085000000000203
82,2594.5750000000044,28.19500000000021
83,2603.6150000000052,28.30500000000021
84,2615.2550000000083,28.58500000000017
85,2616.755000000009,28.69500000000013
86,2618.825000000006,28.780000000000168
87,2619.325000000006,28.845000000000166
88,2607.185000000005,28.735000000000166
89,2584.9050000000025,28.485000000000174
90,2595.5950000000066,28.645000000000138
91,2585.5950000000066,28.505000000000162
92,2580.8850000000066,28.455000000000158
93,2577.5150000000053,28.445000000000146
94,2573.7550000000047,28.37500000000013
95,2566.555000000003,28.305000000000106
96,2563.8750000000036,28.245000000000125
97,2564.3050000000057,28.24500000000013
98,2566.905000000005,28.2150000000001
99,2562.1550000000016,28.14500000000012
100,2569.645000000004,28.205000000000094
101,2573.145000000004,28.24500000000009
102,2568.065000000004,28.245000000000086
103,2571.085000000003,28.225000000000094
104,2576.7750000000015,28.305000000000078
105,2578.3350000000028,28.400000000000073
106,2579.415000000003,28.465000000000078
107,2581.0750000000035,28.33500000000007
108,2586.215000000002,28.455000000000066
109,2582.395000000003,28.33500000000006
110,2577.755000000003,28.115000000000055
111,2571.7350000000024,27.91500000000003
112,2573.6650000000027,27.995000000000047
113,2565.175000000003,27.905000000000033
114,2563.6950000000006,27.865000000000034
115,2563.5650000000014,27.810000000000027
116,2552.3150000000014,27.72500000000001
117,2563.7750000000005,27.865000000000016
118,2552.075,27.705000000000005
119,2556.935,27.775
